year_of_census,1. Sector,2. Sector,3. Sector,delta,age
1895,0.3065229,0.3711432,0.32233387,0.0182,31
1895,0.30248696,0.3640659,0.33344716,0.018,30
1895,0.29759738,0.3543693,0.3480333,0.0186,29
1895,0.291744,0.34153423,0.36672178,0.0271,28
1895,0.28543216,0.32643092,0.38813692,0.037,27
1895,0.28019923,0.311516,0.40828478,0.0466,26
1895,0.278,0.299,0.423,0.0539,25
1895,0.27926317,0.28938425,0.43135256,0.0584,24
1895,0.28541937,0.28262395,0.4319567,0.0594,23
1895,0.29694733,0.27861813,0.42443457,0.0571,22
1895,0.31346437,0.27777213,0.40876347,0.0549,21
1895,0.33196068,0.27983803,0.38820127,0.0569,20
1895,0.34,0.291,0.37,0.0523,19
1907,0.39885184,0.31113178,0.2900164,0.0171,52
1907,0.39249647,0.3150008,0.2925027,0.0109,51
1907,0.38601342,0.3189158,0.29507083,0.0074,50
1907,0.37943536,0.32288116,0.29768345,0.0065,49
1907,0.37282503,0.32689324,0.30028173,0.0034,48
1907,0.36626777,0.33094123,0.30279103,0.0026,47
1907,0.35986015,0.3350101,0.30512977,0.0024,46
1907,0.353,0.34,0.307,0.0026,45
1907,0.34785128,0.34314814,0.30900055,0.0025,44
1907,0.3423804,0.34719405,0.31042555,0.003,43
1907,0.3373092,0.35121724,0.31147355,0.0043,42
1907,0.3326396,0.35521817,0.31214225,0.0057,41
1907,0.3283549,0.3591997,0.31244546,0.0071,40
1907,0.32442543,0.3631649,0.31240967,0.0084,39
1907,0.32081488,0.36711386,0.31207126,0.0097,38
1907,0.31748402,0.37103993,0.31147605,0.0115,37
1907,0.3143933,0.3749254,0.3106813,0.0123,36
1907,0.312,0.378,0.31,0.014,35
1907,0.3087737,0.38240898,0.3088174,0.0157,34
1907,0.3061593,0.3858471,0.30799362,0.0172,33
1907,0.30360386,0.38889307,0.30750304,0.0186,32
1907,0.30102745,0.39130473,0.30766776,0.0197,31
1907,0.29830346,0.39271075,0.3089858,0.0204,30
1907,0.29521465,0.39254132,0.3122441,0.0203,29
1907,0.29138708,0.38990435,0.31870857,0.0191,28
1907,0.286,0.384,0.33,0.0156,27
1907,0.2790006,0.37076178,0.3502376,0.0104,26
1907,0.26852143,0.3499218,0.38155684,0.0011,25
1907,0.2535751,0.3216222,0.42480272,0.0118,24
1907,0.23709935,0.29209062,0.47081006,0.0261,23
1907,0.23,0.269,0.501,0.0357,22
1907,0.24010941,0.26182035,0.49807033,0.0342,21
1907,0.2663402,0.27102324,0.4626366,0.0275,20
1907,0.29455155,0.28838846,0.41706,0.0231,19
1925,0.322,0.336,0.342,0.052,55
1925,0.31373566,0.33809212,0.34817222,0.0323,54
1925,0.30879405,0.33869287,0.35251302,0.0277,53
1925,0.30395725,0.3394916,0.35655117,0.0215,52
1925,0.29920897,0.34045878,0.3603323,0.0177,51
1925,0.29454118,0.34155613,0.36390263,0.0161,50
1925,0.2899582,0.3427405,0.36730126,0.0163,49
1925,0.2854772,0.3439672,0.37055564,0.017,48
1925,0.28112572,0.34519362,0.37368065,0.0208,47
1925,0.2769388,0.34638166,0.3766796,0.0191,46
1925,0.274,0.348,0.378,0.0206,45
1925,0.2692069,0.34852293,0.3822702,0.0218,44
1925,0.26573068,0.34943348,0.3848359,0.0232,43
1925,0.26255152,0.35021898,0.38722956,0.0246,42
1925,0.25968987,0.35087124,0.38943887,0.0259,41
1925,0.25716057,0.35138482,0.39145464,0.0272,40
1925,0.2549741,0.35175496,0.3932709,0.0283,39
1925,0.25313833,0.35197672,0.3948849,0.0293,38
1925,0.25166032,0.35204342,0.39629626,0.0272,37
1925,0.25054824,0.35194552,0.39750618,0.0308,36
1925,0.253,0.35,0.398,0.029,35
1925,0.24947254,0.35119748,0.39932996,0.0312,34
1925,0.24954857,0.35050514,0.3999463,0.0308,33
1925,0.25007355,0.3495625,0.40036395,0.03,32
1925,0.25108916,0.3483339,0.400577,0.0285,31
1925,0.25264704,0.3467799,0.40057302,0.0264,30
1925,0.2548074,0.34486243,0.40033013,0.0235,29
1925,0.25763345,0.3425539,0.39981267,0.0197,28
1925,0.261,0.341,0.398,0.0179,27
1925,0.26547775,0.33681214,0.39771017,0.0101,26
1925,0.2704959,0.3335668,0.39593735,0.005,25
1925,0.27610943,0.33038035,0.39351028,0.0014,24
1925,0.2820614,0.32766998,0.3902686,0.0062,23
1925,0.292,0.322,0.385,0.0137,22
1925,0.2933152,0.32603514,0.38064966,0.0137,21
1925,0.2979352,0.3281448,0.37392002,0.016,20
1925,0.3018659,0.3323986,0.3657355,0.0138,19
1933,0.304,0.319,0.377,0.0229,55
1933,0.29569086,0.32201776,0.38229144,0.0186,54
1933,0.29290462,0.32158577,0.38550964,0.0184,53
1933,0.29058915,0.3210195,0.3883914,0.0156,52
1933,0.28866902,0.3203507,0.39098024,0.0112,51
1933,0.28708452,0.31960475,0.39331076,0.0112,50
1933,0.28578666,0.31880355,0.39540982,0.0113,49
1933,0.28473452,0.31796786,0.3972976,0.0115,48
1933,0.2838926,0.31711918,0.39898825,0.0134,47
1933,0.28322914,0.31628102,0.40048987,0.0136,46
1933,0.276,0.318,0.406,0.0196,45
1933,0.2823191,0.31475323,0.4029277,0.0103,44
1933,0.28201342,0.3141391,0.40384746,0.0079,43
1933,0.28176552,0.31369138,0.40454304,0.0054,42
1933,0.28154004,0.31347626,0.40498373,0.0015,41
1933,0.2812976,0.31357494,0.40512747,0.0013,40
1933,0.28099474,0.31408322,0.40492204,0.0016,39
1933,0.28058666,0.31510475,0.40430862,0.0031,38
1933,0.28003347,0.31673396,0.40323254,0.0042,37
1933,0.27931327,0.31902456,0.40166223,0.0045,36
1933,0.281,0.32,0.4,0.0076,35
1933,0.27747813,0.32534826,0.3971736,0.0054,34
1933,0.27654898,0.32895193,0.39449912,0.007,33
1933,0.2758082,0.33239618,0.39179558,0.0091,32
1933,0.2754134,0.33531478,0.3892718,0.0121,31
1933,0.27549088,0.33741096,0.3870981,0.0158,30
1933,0.27611914,0.33849773,0.3853831,0.0205,29
1933,0.27733082,0.3384989,0.38417026,0.0269,28
1933,0.284,0.34,0.376,0.0349,27
1933,0.2814978,0.33534473,0.38315746,0.0472,26
1933,0.2844391,0.33235684,0.383204,0.058,25
1933,0.28796977,0.32858402,0.38344628,0.0671,24
1933,0.29213935,0.32418022,0.38368043,0.072,23
1933,0.299,0.31,0.391,0.0793,22
1933,0.30272764,0.31450886,0.38276345,0.0578,21
1933,0.30930826,0.310198,0.3804938,0.0683,20
1933,0.31674823,0.30731097,0.37594083,0.0798,19
